Locality,PrecinctCode,PrecinctName,ActiveVoters,InactiveVoters,AllVoters,MilitaryVoters,OverseasVoters,TempVoters,TotalPrecinctsInLocality,TotalActiveVotersPrecinctLocality,TotalInActiveVotersPrecinctLocality,TotalAllVotersPrecinctLocality,TotalMilitaryVotersPrecinctLocality,TotalOverseasVotersPrecinctLocality,TotalFederalVotersPrecinctLocality,StateTotalLocality,TotalActiveVotersLocality,TotalInActiveVotersLocality,TotalAllVotersLocality,TotalMilitaryVotersLocality,TotalOverseasVotersLocality,TotalFederalVotersLocality,StateTotalPrecincts
Locality: 003 ALBEMARLE COUNTY,0405,405 - MOUNTAIN VIEW,"3,151",95,"3,246",11,14,4,30,"78,886","3,060","81,946",571,605,177,133,"5,797,706","205,096","6,002,802","78,330","25,278","10,175","2,453"
Locality: 003 ALBEMARLE COUNTY,0406,406 - STONE ROBINSON,"3,359",57,"3,416",14,15,4,30,"78,886","3,060","81,946",571,605,177,133,"5,797,706","205,096","6,002,802","78,330","25,278","10,175","2,453"
Locality: 003 ALBEMARLE COUNTY,0407,407 - BISCUIT RUN,"2,443",198,"2,641",15,11,3,30,"78,886","3,060","81,946",571,605,177,133,"5,797,706","205,096","6,002,802","78,330","25,278","10,175","2,453"
Locality: 003 ALBEMARLE COUNTY,0501,501 - KESWICK,"1,529",35,"1,564",11,10,3,30,"78,886","3,060","81,946",571,605,177,133,"5,797,706","205,096","6,002,802","78,330","25,278","10,175","2,453"
Locality: 003 ALBEMARLE COUNTY,0502,502 - STONY POINT,"1,626",31,"1,657",17,18,6,30,"78,886","3,060","81,946",571,605,177,133,"5,797,706","205,096","6,002,802","78,330","25,278","10,175","2,453"
Locality: 003 ALBEMARLE COUNTY,0503,503 - HOLLYMEAD,"2,468",71,"2,539",48,24,4,30,"78,886","3,060","81,946",571,605,177,133,"5,797,706","205,096","6,002,802","78,330","25,278","10,175","2,453"
Locality: 003 ALBEMARLE COUNTY,0504,504 - FREE BRIDGE,"2,686",94,"2,780",14,17,7,30,"78,886","3,060","81,946",571,605,177,133,"5,797,706","205,096","6,002,802","78,330","25,278","10,175","2,453"
Locality: 003 ALBEMARLE COUNTY,0506,506 - BAKER-BUTLER,"3,338",66,"3,404",48,23,6,30,"78,886","3,060","81,946",571,605,177,133,"5,797,706","205,096","6,002,802","78,330","25,278","10,175","2,453"
Locality: 003 ALBEMARLE COUNTY,0507,507 - PANTOPS,"2,258",39,"2,297",14,19,3,30,"78,886","3,060","81,946",571,605,177,133,"5,797,706","205,096","6,002,802","78,330","25,278","10,175","2,453"
Locality: 003 ALBEMARLE COUNTY,0601,601 - CROZET,"3,500",72,"3,572",24,27,9,30,"78,886","3,060","81,946",571,605,177,133,"5,797,706","205,096","6,002,802","78,330","25,278","10,175","2,453"
Locality: 003 ALBEMARLE COUNTY,0602,602 - FREE UNION,"1,447",39,"1,486",11,7,8,30,"78,886","3,060","81,946",571,605,177,133,"5,797,706","205,096","6,002,802","78,330","25,278","10,175","2,453"
Locality: 003 ALBEMARLE COUNTY,0603,603 - EARLYSVILLE,"3,282",76,"3,358",28,24,6,30,"78,886","3,060","81,946",571,605,177,133,"5,797,706","205,096","6,002,802","78,330","25,278","10,175","2,453"
Locality: 003 ALBEMARLE COUNTY,0604,604 - BROWNSVILLE,"2,984",55,"3,039",21,17,5,30,"78,886","3,060","81,946",571,605,177,133,"5,797,706","205,096","6,002,802","78,330","25,278","10,175","2,453"
Locality: 003 ALBEMARLE COUNTY,0606,606 - MECHUMS RIVER,"3,595",99,"3,694",28,24,2,30,"78,886","3,060","81,946",571,605,177,133,"5,797,706","205,096","6,002,802","78,330","25,278","10,175","2,453"
Locality: 005 ALLEGHANY COUNTY,0101,101 - ARRITT,"1,125",17,"1,142",6,2,2,12,"10,867",189,"11,056",47,9,7,133,"5,797,706","205,096","6,002,802","78,330","25,278","10,175","2,453"
Locality: 005 ALLEGHANY COUNTY,0103,103 - DAMERON,375,13,388,3,,,12,"10,867",189,"11,056",47,9,7,133,"5,797,706","205,096","6,002,802","78,330","25,278","10,175","2,453"
Locality: 005 ALLEGHANY COUNTY,0201,201 - HUMPBACK BRIDGE,617,14,631,7,2,,12,"10,867",189,"11,056",47,9,7,133,"5,797,706","205,096","6,002,802","78,330","25,278","10,175","2,453"
Locality: 005 ALLEGHANY COUNTY,0202,202 - DOLLY ANN,875,15,890,1,1,,12,"10,867",189,"11,056",47,9,7,133,"5,797,706","205,096","6,002,802","78,330","25,278","10,175","2,453"
Locality: 005 ALLEGHANY COUNTY,0301,301 - CALLAGHAN,626,11,637,1,,,12,"10,867",189,"11,056",47,9,7,133,"5,797,706","205,096","6,002,802","78,330","25,278","10,175","2,453"
Locality: 005 ALLEGHANY COUNTY,0302,302 - GRIFFITH,"1,060",16,"1,076",3,,,12,"10,867",189,"11,056",47,9,7,133,"5,797,706","205,096","6,002,802","78,330","25,278","10,175","2,453"
Locality: 005 ALLEGHANY COUNTY,0401,401 - LOW MOOR,833,13,846,2,1,3,12,"10,867",189,"11,056",47,9,7,133,"5,797,706","205,096","6,002,802","78,330","25,278","10,175","2,453"
Locality: 005 ALLEGHANY COUNTY,0402,402 - JACKSON HEIGHTS,918,15,933,5,1,,12,"10,867",189,"11,056",47,9,7,133,"5,797,706","205,096","6,002,802","78,330","25,278","10,175","2,453"
Locality: 005 ALLEGHANY COUNTY,0501,501 - IRON GATE,416,5,421,1,,,12,"10,867",189,"11,056",47,9,7,133,"5,797,706","205,096","6,002,802","78,330","25,278","10,175","2,453"
Locality: 005 ALLEGHANY COUNTY,0502,502 - PETERS SWITCH,"1,191",10,"1,201",3,,,12,"10,867",189,"11,056",47,9,7,133,"5,797,706","205,096","6,002,802","78,330","25,278","10,175","2,453"
Locality: 005 ALLEGHANY COUNTY,0601,601 - DISTRICT 1,"1,544",32,"1,576",8,1,1,12,"10,867",189,"11,056",47,9,7,133,"5,797,706","205,096","6,002,802","78,330","25,278","10,175","2,453"
Locality: 005 ALLEGHANY COUNTY,0701,701 - DISTRICT 2,"1,287",28,"1,315",7,1,1,12,"10,867",189,"11,056",47,9,7,133,"5,797,706","205,096","6,002,802","78,330","25,278","10,175","2,453"
Locality: 007 AMELIA COUNTY,0101,101 - NUMBER ONE,"1,720",29,"1,749",9,,,5,"9,743",143,"9,886",70,13,2,133,"5,797,706","205,096","6,002,802","78,330","25,278","10,175","2,453"
Locality: 007 AMELIA COUNTY,0201,201 - NUMBER TWO,"1,955",22,"1,977",16,6,,5,"9,743",143,"9,886",70,13,2,133,"5,797,706","205,096","6,002,802","78,330","25,278","10,175","2,453"
Locality: 007 AMELIA COUNTY,0301,301 - NUMBER THREE,"1,957",34,"1,991",18,2,1,5,"9,743",143,"9,886",70,13,2,133,"5,797,706","205,096","6,002,802","78,330","25,278","10,175","2,453"
Locality: 007 AMELIA COUNTY,0401,401 - NUMBER FOUR,"1,901",29,"1,930",11,4,,5,"9,743",143,"9,886",70,13,2,133,"5,797,706","205,096","6,002,802","78,330","25,278","10,175","2,453"
Locality: 007 AMELIA COUNTY,0501,501 - NUMBER FIVE,"2,210",29,"2,239",16,1,1,5,"9,743",143,"9,886",70,13,2,133,"5,797,706","205,096","6,002,802","78,330","25,278","10,175","2,453"
Locality: 009 AMHERST COUNTY,0101,101 - WRIGHT SHOP,"1,634",37,"1,671",5,1,2,11,"21,812",538,"22,350",131,24,21,133,"5,797,706","205,096","6,002,802","78,330","25,278","10,175","2,453"
Locality: 009 AMHERST COUNTY,0102,102 - NEW GLASGOW,"1,990",47,"2,037",18,,1,11,"21,812",538,"22,350",131,24,21,133,"5,797,706","205,096","6,002,802","78,330","25,278","10,175","2,453"
Locality: 009 AMHERST COUNTY,0103,103 - COOLWELL,958,22,980,8,,,11,"21,812",538,"22,350",131,24,21,133,"5,797,706","205,096","6,002,802","78,330","25,278","10,175","2,453"
Locality: 009 AMHERST COUNTY,0201,201 - COURT HOUSE,"3,111",94,"3,205",24,3,8,11,"21,812",538,"22,350",131,24,21,133,"5,797,706","205,096","6,002,802","78,330","25,278","10,175","2,453"
Locality: 009 AMHERST COUNTY,0202,202 - TEMPERANCE,"1,168",33,"1,201",9,2,,11,"21,812",538,"22,350",131,24,21,133,"5,797,706","205,096","6,002,802","78,330","25,278","10,175","2,453"
Locality: 009 AMHERST COUNTY,0301,301 - MONROE,"1,219",41,"1,260",6,2,1,11,"21,812",538,"22,350",131,24,21,133,"5,797,706","205,096","6,002,802","78,330","25,278","10,175","2,453"
Locality: 009 AMHERST COUNTY,0302,302 - ELON,"2,856",50,"2,906",19,9,1,11,"21,812",538,"22,350",131,24,21,133,"5,797,706","205,096","6,002,802","78,330","25,278","10,175","2,453"
Locality: 009 AMHERST COUNTY,0303,303 - PLEASANT VIEW,712,12,724,6,,,11,"21,812",538,"22,350",131,24,21,133,"5,797,706","205,096","6,002,802","78,330","25,278","10,175","2,453"
Locality: 009 AMHERST COUNTY,0401,401 - AMELON,"3,383",75,"3,458",12,6,4,11,"21,812",538,"22,350",131,24,21,133,"5,797,706","205,096","6,002,802","78,330","25,278","10,175","2,453"
Locality: 009 AMHERST COUNTY,0402,402 - LONCO,"1,003",32,"1,035",7,,1,11,"21,812",538,"22,350",131,24,21,133,"5,797,706","205,096","6,002,802","78,330","25,278","10,175","2,453"
Locality: 009 AMHERST COUNTY,0501,501 - MADISON,"3,778",95,"3,873",17,1,3,11,"21,812",538,"22,350",131,24,21,133,"5,797,706","205,096","6,002,802","78,330","25,278","10,175","2,453"
Locality: 011 APPOMATTOX COUNTY,0101,101 - VERA,836,23,859,7,2,,9,"11,567",185,"11,752",85,14,1,133,"5,797,706","205,096","6,002,802","78,330","25,278","10,175","2,453"
Locality: 011 APPOMATTOX COUNTY,0102,102 - PAMPLIN,"1,482",23,"1,505",13,2,1,9,"11,567",185,"11,752",85,14,1,133,"5,797,706","205,096","6,002,802","78,330","25,278","10,175","2,453"
Locality: 011 APPOMATTOX COUNTY,0201,201 - CHAP,605,12,617,4,,,9,"11,567",185,"11,752",85,14,1,133,"5,797,706","205,096","6,002,802","78,330","25,278","10,175","2,453"
Locality: 011 APPOMATTOX COUNTY,0202,202 - SPOUT SPRING,"1,828",14,"1,842",9,2,,9,"11,567",185,"11,752",85,14,1,133,"5,797,706","205,096","6,002,802","78,330","25,278","10,175","2,453"
Locality: 011 APPOMATTOX COUNTY,0301,301 - US  460,"1,083",12,"1,095",4,3,,9,"11,567",185,"11,752",85,14,1,133,"5,797,706","205,096","6,002,802","78,330","25,278","10,175","2,453"
Locality: 011 APPOMATTOX COUNTY,0302,302 - STONEWALL,"1,373",26,"1,399",21,,,9,"11,567",185,"11,752",85,14,1,133,"5,797,706","205,096","6,002,802","78,330","25,278","10,175","2,453"
Locality: 011 APPOMATTOX COUNTY,0401,401 - COURTHOUSE,"2,151",34,"2,185",18,3,,9,"11,567",185,"11,752",85,14,1,133,"5,797,706","205,096","6,002,802","78,330","25,278","10,175","2,453"
Locality: 011 APPOMATTOX COUNTY,0501,501 - OAKVILLE,"1,584",33,"1,617",8,2,,9,"11,567",185,"11,752",85,14,1,133,"5,797,706","205,096","6,002,802","78,330","25,278","10,175","2,453"
Locality: 011 APPOMATTOX COUNTY,0502,502 - AGEE,625,8,633,1,,,9,"11,567",185,"11,752",85,14,1,133,"5,797,706","205,096","6,002,802","78,330","25,278","10,175","2,453"
Locality: 013 ARLINGTON COUNTY,0001,001 - ARLINGTON,"2,980",141,"3,121",40,26,10,54,"166,996","11,853","178,849","1,873","3,389","1,256",133,"5,797,706","205,096","6,002,802","78,330","25,278","10,175","2,453"
Locality: 013 ARLINGTON COUNTY,0002,002 - ASHTON HEIGHTS,"3,514",205,"3,719",27,81,25,54,"166,996","11,853","178,849","1,873","3,389","1,256",133,"5,797,706","205,096","6,002,802","78,330","25,278","10,175","2,453"
Locality: 013 ARLINGTON COUNTY,0003,003 - AURORA HILLS,"1,985",93,"2,078",42,44,28,54,"166,996","11,853","178,849","1,873","3,389","1,256",133,"5,797,706","205,096","6,002,802","78,330","25,278","10,175","2,453"
Locality: 013 ARLINGTON COUNTY,0004,004 - BALLSTON,"3,607",223,"3,830",27,57,24,54,"166,996","11,853","178,849","1,873","3,389","1,256",133,"5,797,706","205,096","6,002,802","78,330","25,278","10,175","2,453"
Locality: 013 ARLINGTON COUNTY,0005,005 - BARCROFT,"2,838",120,"2,958",38,48,17,54,"166,996","11,853","178,849","1,873","3,389","1,256",133,"5,797,706","205,096","6,002,802","78,330","25,278","10,175","2,453"
Locality: 013 ARLINGTON COUNTY,0006,006 - CRYSTAL CITY,"2,806",462,"3,268",65,61,31,54,"166,996","11,853","178,849","1,873","3,389","1,256",133,"5,797,706","205,096","6,002,802","78,330","25,278","10,175","2,453"
Locality: 013 ARLINGTON COUNTY,0007,007 - CHERRYDALE,"3,240",144,"3,384",22,58,37,54,"166,996","11,853","178,849","1,873","3,389","1,256",133,"5,797,706","205,096","6,002,802","78,330","25,278","10,175","2,453"
Locality: 013 ARLINGTON COUNTY,0008,008 - HUME,"4,241",371,"4,612",65,105,34,54,"166,996","11,853","178,849","1,873","3,389","1,256",133,"5,797,706","205,096","6,002,802","78,330","25,278","10,175","2,453"
Locality: 013 ARLINGTON COUNTY,0009,009 - COLUMBIA,"4,161",275,"4,436",46,85,14,54,"166,996","11,853","178,849","1,873","3,389","1,256",133,"5,797,706","205,096","6,002,802","78,330","25,278","10,175","2,453"
Locality: 013 ARLINGTON COUNTY,0010,010 - WILSON,"4,721",559,"5,280",122,195,52,54,"166,996","11,853","178,849","1,873","3,389","1,256",133,"5,797,706","205,096","6,002,802","78,330","25,278","10,175","2,453"
Locality: 013 ARLINGTON COUNTY,0011,011 - EAST FALLS CHURCH,"2,211",81,"2,292",14,75,13,54,"166,996","11,853","178,849","1,873","3,389","1,256",133,"5,797,706","205,096","6,002,802","78,330","25,278","10,175","2,453"
Locality: 013 ARLINGTON COUNTY,0012,012 - FAIRLINGTON,"2,806",109,"2,915",48,77,30,54,"166,996","11,853","178,849","1,873","3,389","1,256",133,"5,797,706","205,096","6,002,802","78,330","25,278","10,175","2,453"
Locality: 013 ARLINGTON COUNTY,0013,013 - GLEN CARLYN,"2,247",78,"2,325",17,41,4,54,"166,996","11,853","178,849","1,873","3,389","1,256",133,"5,797,706","205,096","6,002,802","78,330","25,278","10,175","2,453"
Locality: 013 ARLINGTON COUNTY,0014,014 - CLARENDON,"2,617",197,"2,814",16,54,15,54,"166,996","11,853","178,849","1,873","3,389","1,256",133,"5,797,706","205,096","6,002,802","78,330","25,278","10,175","2,453"
Locality: 013 ARLINGTON COUNTY,0015,015 - LYON PARK,"1,886",97,"1,983",27,44,17,54,"166,996","11,853","178,849","1,873","3,389","1,256",133,"5,797,706","205,096","6,002,802","78,330","25,278","10,175","2,453"
Locality: 013 ARLINGTON COUNTY,0016,016 - LYON VILLAGE,"3,452",248,"3,700",18,84,31,54,"166,996","11,853","178,849","1,873","3,389","1,256",133,"5,797,706","205,096","6,002,802","78,330","25,278","10,175","2,453"
Locality: 013 ARLINGTON COUNTY,0017,017 - OVERLEE KNOLLS,"3,408",136,"3,544",31,70,32,54,"166,996","11,853","178,849","1,873","3,389","1,256",133,"5,797,706","205,096","6,002,802","78,330","25,278","10,175","2,453"
Locality: 013 ARLINGTON COUNTY,0018,018 - PARK LANE,"6,106",621,"6,727",41,171,43,54,"166,996","11,853","178,849","1,873","3,389","1,256",133,"5,797,706","205,096","6,002,802","78,330","25,278","10,175","2,453"
Locality: 013 ARLINGTON COUNTY,0019,019 - ROSSLYN,"4,473",635,"5,108",37,153,76,54,"166,996","11,853","178,849","1,873","3,389","1,256",133,"5,797,706","205,096","6,002,802","78,330","25,278","10,175","2,453"
Locality: 013 ARLINGTON COUNTY,0020,020 - THRIFTON,"3,047",87,"3,134",25,57,29,54,"166,996","11,853","178,849","1,873","3,389","1,256",133,"5,797,706","205,096","6,002,802","78,330","25,278","10,175","2,453"
Locality: 013 ARLINGTON COUNTY,0021,021 - VIRGINIA HIGHLANDS,"1,914",109,"2,023",18,24,13,54,"166,996","11,853","178,849","1,873","3,389","1,256",133,"5,797,706","205,096","6,002,802","78,330","25,278","10,175","2,453"
Locality: 013 ARLINGTON COUNTY,0022,022 - ABINGDON,"3,162",219,"3,381",57,102,24,54,"166,996","11,853","178,849","1,873","3,389","1,256",133,"5,797,706","205,096","6,002,802","78,330","25,278","10,175","2,453"
Locality: 013 ARLINGTON COUNTY,0023,023 - WESTOVER,"3,008",98,"3,106",28,64,17,54,"166,996","11,853","178,849","1,873","3,389","1,256",133,"5,797,706","205,096","6,002,802","78,330","25,278","10,175","2,453"
Locality: 013 ARLINGTON COUNTY,0024,024 - WOODLAWN,"4,185",196,"4,381",27,74,26,54,"166,996","11,853","178,849","1,873","3,389","1,256",133,"5,797,706","205,096","6,002,802","78,330","25,278","10,175","2,453"
Locality: 013 ARLINGTON COUNTY,0025,025 - ARLINGTON FOREST,"2,992",185,"3,177",24,68,21,54,"166,996","11,853","178,849","1,873","3,389","1,256",133,"5,797,706","205,096","6,002,802","78,330","25,278","10,175","2,453"
Locality: 013 ARLINGTON COUNTY,0026,026 - FILLMORE,"4,004",316,"4,320",45,59,16,54,"166,996","11,853","178,849","1,873","3,389","1,256",133,"5,797,706","205,096","6,002,802","78,330","25,278","10,175","2,453"
Locality: 013 ARLINGTON COUNTY,0027,027 - JEFFERSON,"3,230",129,"3,359",42,51,20,54,"166,996","11,853","178,849","1,873","3,389","1,256",133,"5,797,706","205,096","6,002,802","78,330","25,278","10,175","2,453"
Locality: 013 ARLINGTON COUNTY,0028,028 - WAKEFIELD,"4,046",281,"4,327",53,46,23,54,"166,996","11,853","178,849","1,873","3,389","1,256",133,"5,797,706","205,096","6,002,802","78,330","25,278","10,175","2,453"
Locality: 013 ARLINGTON COUNTY,0029,029 - DOMINION HILLS,"2,890",64,"2,954",26,73,41,54,"166,996","11,853","178,849","1,873","3,389","1,256",133,"5,797,706","205,096","6,002,802","78,330","25,278","10,175","2,453"
Locality: 013 ARLINGTON COUNTY,0030,030 - GLEBE,"3,408",225,"3,633",26,27,4,54,"166,996","11,853","178,849","1,873","3,389","1,256",133,"5,797,706","205,096","6,002,802","78,330","25,278","10,175","2,453"
Locality: 013 ARLINGTON COUNTY,0031,031 - LEXINGTON,"3,052",85,"3,137",23,40,19,54,"166,996","11,853","178,849","1,873","3,389","1,256",133,"5,797,706","205,096","6,002,802","78,330","25,278","10,175","2,453"
Locality: 013 ARLINGTON COUNTY,0032,032 - OAKRIDGE,"1,429",100,"1,529",43,24,16,54,"166,996","11,853","178,849","1,873","3,389","1,256",133,"5,797,706","205,096","6,002,802","78,330","25,278","10,175","2,453"
Locality: 013 ARLINGTON COUNTY,0033,033 - ROCK SPRING,"3,103",82,"3,185",23,45,28,54,"166,996","11,853","178,849","1,873","3,389","1,256",133,"5,797,706","205,096","6,002,802","78,330","25,278","10,175","2,453"
Locality: 013 ARLINGTON COUNTY,0034,034 - YORKTOWN,"2,741",57,"2,798",18,54,18,54,"166,996","11,853","178,849","1,873","3,389","1,256",133,"5,797,706","205,096","6,002,802","78,330","25,278","10,175","2,453"
Locality: 013 ARLINGTON COUNTY,0035,035 - MADISON,"3,346",100,"3,446",28,51,25,54,"166,996","11,853","178,849","1,873","3,389","1,256",133,"5,797,706","205,096","6,002,802","78,330","25,278","10,175","2,453"
Locality: 013 ARLINGTON COUNTY,0036,036 - MARSHALL,"3,425",165,"3,590",28,68,26,54,"166,996","11,853","178,849","1,873","3,389","1,256",133,"5,797,706","205,096","6,002,802","78,330","25,278","10,175","2,453"
Locality: 013 ARLINGTON COUNTY,0037,037 - NOTTINGHAM,"2,684",70,"2,754",19,39,16,54,"166,996","11,853","178,849","1,873","3,389","1,256",133,"5,797,706","205,096","6,002,802","78,330","25,278","10,175","2,453"
Locality: 013 ARLINGTON COUNTY,0038,038 - ARLINGTON VIEW,"3,189",282,"3,471",53,41,25,54,"166,996","11,853","178,849","1,873","3,389","1,256",133,"5,797,706","205,096","6,002,802","78,330","25,278","10,175","2,453"
Locality: 013 ARLINGTON COUNTY,0039,039 - ASHLAWN,"1,789",47,"1,836",19,27,16,54,"166,996","11,853","178,849","1,873","3,389","1,256",133,"5,797,706","205,096","6,002,802","78,330","25,278","10,175","2,453"
